league,comp,round,h_coach,h_team,h_img,h_score,a_score,a_img,a_team,a_coach,uuid,ID
Gman,Season 7 Div 1,12,Gerbear,Maybe orc will work,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,Dr. Freakozoids Escapees,Kejiruze,00000000,0
Gman,Season 7 Div 1,12,Fatyn,Mad Rats: Furry Road,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Undead.png,Cryptic-ly Humerus,pyroTJ,00000000,0
Gman,Season 7 Div 1,12,Mego,We Like To Drink,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,Alliterative Allosaurii,Hudd,00000000,0
Gman,Season 7 Div 1,11,Dreamifi,Jungle Corsairs,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Supah Green,Yasinde,00000000,0
Gman,Season 7 Div 1,11,AndY90,Heretics of Lilith,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Interdimensional Bull$#1T,toastguy7,00000000,0
Gman,Season 7 Div 1,11,riffCannon,Black Pyramid,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Slaanesh_Slaughterers,the Sage,00000000,0
Gman,Season 7 Div 1,11,vikingkop,Khornago Kharnagers,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Maybe orc will work,Gerbear,00000000,0
Gman,Season 7 Div 1,11,FullMetalCOS,Things that make ya go UH,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Mad Rats: Furry Road,Fatyn,00000000,0
Gman,Season 7 Div 1,11,Kejiruze,Dr. Freakozoids Escapees,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,We Like To Drink,Mego,00000000,0
Gman,Season 7 Div 1,11,pyroTJ,Cryptic-ly Humerus,http://images.bb2.cyanide-studio.com/races/Picto_Undead.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,Alliterative Allosaurii,Hudd,00000000,0
Gman,Season 7 Div 1,10,FullMetalCOS,Things that make ya go UH,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Supah Green,Yasinde,00000000,0
Gman,Season 7 Div 1,10,Kejiruze,Dr. Freakozoids Escapees,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Khornago Kharnagers,vikingkop,00000000,0
Gman,Season 7 Div 1,10,pyroTJ,Cryptic-ly Humerus,http://images.bb2.cyanide-studio.com/races/Picto_Undead.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Black Pyramid,riffCannon,00000000,0
Gman,Season 7 Div 1,10,Hudd,Alliterative Allosaurii,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Heretics of Lilith,AndY90,00000000,0
Gman,Season 7 Div 1,10,Mego,We Like To Drink,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Jungle Corsairs,Dreamifi,00000000,0
Gman,Season 7 Div 1,10,Fatyn,Mad Rats: Furry Road,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Interdimensional Bull$#1T,toastguy7,00000000,0
Gman,Season 7 Div 1,10,Gerbear,Maybe orc will work,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Slaanesh_Slaughterers,the Sage,00000000,0
Gman,Season 7 Div 1,9,Yasinde,Supah Green,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Khornago Kharnagers,vikingkop,00000000,0
Gman,Season 7 Div 1,9,riffCannon,Black Pyramid,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,Things that make ya go UH,FullMetalCOS,00000000,0
Gman,Season 7 Div 1,9,AndY90,Heretics of Lilith,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,Dr. Freakozoids Escapees,Kejiruze,00000000,0
Gman,Season 7 Div 1,9,Dreamifi,Jungle Corsairs,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Undead.png,Cryptic-ly Humerus,pyroTJ,00000000,0
Gman,Season 7 Div 1,9,toastguy7,Interdimensional Bull$#1T,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,Alliterative Allosaurii,Hudd,00000000,0
Gman,Season 7 Div 1,9,the Sage,Slaanesh_Slaughterers,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,We Like To Drink,Mego,00000000,0
Gman,Season 7 Div 1,9,Gerbear,Maybe orc will work,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Mad Rats: Furry Road,Fatyn,00000000,0
Gman,Season 7 Div 1,8,Yasinde,Supah Green,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Mad Rats: Furry Road,Fatyn,00000000,0
Gman,Season 7 Div 1,8,Mego,We Like To Drink,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Maybe orc will work,Gerbear,00000000,0
Gman,Season 7 Div 1,8,Hudd,Alliterative Allosaurii,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Slaanesh_Slaughterers,the Sage,00000000,0
Gman,Season 7 Div 1,8,pyroTJ,Cryptic-ly Humerus,http://images.bb2.cyanide-studio.com/races/Picto_Undead.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Interdimensional Bull$#1T,toastguy7,00000000,0
Gman,Season 7 Div 1,8,Kejiruze,Dr. Freakozoids Escapees,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Jungle Corsairs,Dreamifi,00000000,0
Gman,Season 7 Div 1,8,FullMetalCOS,Things that make ya go UH,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Heretics of Lilith,AndY90,00000000,0
Gman,Season 7 Div 1,8,vikingkop,Khornago Kharnagers,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Black Pyramid,riffCannon,00000000,0
Gman,Season 7 Div 1,7,Yasinde,Supah Green,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,Alliterative Allosaurii,Hudd,00000000,0
Gman,Season 7 Div 1,7,pyroTJ,Cryptic-ly Humerus,http://images.bb2.cyanide-studio.com/races/Picto_Undead.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,We Like To Drink,Mego,00000000,0
Gman,Season 7 Div 1,7,Kejiruze,Dr. Freakozoids Escapees,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Mad Rats: Furry Road,Fatyn,00000000,0
Gman,Season 7 Div 1,7,FullMetalCOS,Things that make ya go UH,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Maybe orc will work,Gerbear,00000000,0
Gman,Season 7 Div 1,7,vikingkop,Khornago Kharnagers,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Slaanesh_Slaughterers,the Sage,00000000,0
Gman,Season 7 Div 1,7,riffCannon,Black Pyramid,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Interdimensional Bull$#1T,toastguy7,00000000,0
Gman,Season 7 Div 1,7,AndY90,Heretics of Lilith,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Jungle Corsairs,Dreamifi,00000000,0
Gman,Season 7 Div 1,6,Yasinde,Supah Green,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,Dr. Freakozoids Escapees,Kejiruze,00000000,0
Gman,Season 7 Div 1,6,FullMetalCOS,Things that make ya go UH,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Undead.png,Cryptic-ly Humerus,pyroTJ,00000000,0
Gman,Season 7 Div 1,6,vikingkop,Khornago Kharnagers,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,Alliterative Allosaurii,Hudd,00000000,0
Gman,Season 7 Div 1,6,riffCannon,Black Pyramid,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,We Like To Drink,Mego,00000000,0
Gman,Season 7 Div 1,6,AndY90,Heretics of Lilith,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Mad Rats: Furry Road,Fatyn,00000000,0
Gman,Season 7 Div 1,6,Dreamifi,Jungle Corsairs,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Maybe orc will work,Gerbear,00000000,0
Gman,Season 7 Div 1,6,toastguy7,Interdimensional Bull$#1T,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Slaanesh_Slaughterers,the Sage,00000000,0
Gman,Season 7 Div 1,5,Gerbear,Maybe orc will work,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Supah Green,Yasinde,00000000,0
Gman,Season 7 Div 1,5,the Sage,Slaanesh_Slaughterers,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Mad Rats: Furry Road,Fatyn,00000000,0
Gman,Season 7 Div 1,5,toastguy7,Interdimensional Bull$#1T,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,We Like To Drink,Mego,00000000,0
Gman,Season 7 Div 1,5,Dreamifi,Jungle Corsairs,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,Alliterative Allosaurii,Hudd,00000000,0
Gman,Season 7 Div 1,5,AndY90,Heretics of Lilith,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Undead.png,Cryptic-ly Humerus,pyroTJ,00000000,0
Gman,Season 7 Div 1,5,riffCannon,Black Pyramid,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,Dr. Freakozoids Escapees,Kejiruze,00000000,0
Gman,Season 7 Div 1,5,vikingkop,Khornago Kharnagers,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,Things that make ya go UH,FullMetalCOS,00000000,0
Gman,Season 7 Div 1,4,Yasinde,Supah Green,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Slaanesh_Slaughterers,the Sage,00000000,0
Gman,Season 7 Div 1,4,Gerbear,Maybe orc will work,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Interdimensional Bull$#1T,toastguy7,00000000,0
Gman,Season 7 Div 1,4,Fatyn,Mad Rats: Furry Road,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Jungle Corsairs,Dreamifi,00000000,0
Gman,Season 7 Div 1,4,Mego,We Like To Drink,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Heretics of Lilith,AndY90,00000000,0
Gman,Season 7 Div 1,4,Hudd,Alliterative Allosaurii,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Black Pyramid,riffCannon,00000000,0
Gman,Season 7 Div 1,4,pyroTJ,Cryptic-ly Humerus,http://images.bb2.cyanide-studio.com/races/Picto_Undead.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Khornago Kharnagers,vikingkop,00000000,0
Gman,Season 7 Div 1,4,Kejiruze,Dr. Freakozoids Escapees,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,Things that make ya go UH,FullMetalCOS,00000000,0
Gman,Season 7 Div 1,3,riffCannon,Black Pyramid,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Supah Green,Yasinde,00000000,0
Gman,Season 7 Div 1,3,vikingkop,Khornago Kharnagers,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Heretics of Lilith,AndY90,00000000,0
Gman,Season 7 Div 1,3,FullMetalCOS,Things that make ya go UH,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Jungle Corsairs,Dreamifi,00000000,0
Gman,Season 7 Div 1,3,Kejiruze,Dr. Freakozoids Escapees,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Interdimensional Bull$#1T,toastguy7,00000000,0
Gman,Season 7 Div 1,3,pyroTJ,Cryptic-ly Humerus,http://images.bb2.cyanide-studio.com/races/Picto_Undead.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Slaanesh_Slaughterers,the Sage,00000000,0
Gman,Season 7 Div 1,3,Hudd,Alliterative Allosaurii,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Maybe orc will work,Gerbear,00000000,0
Gman,Season 7 Div 1,3,Mego,We Like To Drink,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Mad Rats: Furry Road,Fatyn,00000000,0
Gman,Season 7 Div 1,2,Fatyn,Mad Rats: Furry Road,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,0,3,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Black Pyramid,riffCannon,0039e0e2,3793122
Gman,Season 7 Div 1,2,Mego,We Like To Drink,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,0,2,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Khornago Kharnagers,vikingkop,0039ae7b,3780219
Gman,Season 7 Div 1,2,pyroTJ,Cryptic-ly Humerus,http://images.bb2.cyanide-studio.com/races/Picto_Undead.png,0,2,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,Dr. Freakozoids Escapees,Kejiruze,00399d62,3775842
Gman,Season 7 Div 1,2,Yasinde,Supah Green,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,Interdimensional Bull$#1T,toastguy7,00000000,0
Gman,Season 7 Div 1,2,the Sage,Slaanesh_Slaughterers,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Jungle Corsairs,Dreamifi,00000000,0
Gman,Season 7 Div 1,2,Gerbear,Maybe orc will work,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Heretics of Lilith,AndY90,00000000,0
Gman,Season 7 Div 1,2,Hudd,Alliterative Allosaurii,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,Things that make ya go UH,FullMetalCOS,00000000,0
Gman,Season 7 Div 1,1,the Sage,Slaanesh_Slaughterers,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,2,0,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Heretics of Lilith,AndY90,00398d43,3771715
Gman,Season 7 Div 1,1,Mego,We Like To Drink,http://images.bb2.cyanide-studio.com/races/Picto_Dwarf.png,1,1,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,Things that make ya go UH,FullMetalCOS,0039862a,3769898
Gman,Season 7 Div 1,1,pyroTJ,Cryptic-ly Humerus,http://images.bb2.cyanide-studio.com/races/Picto_Undead.png,2,0,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Supah Green,Yasinde,0039797c,3766652
Gman,Season 7 Div 1,1,Hudd,Alliterative Allosaurii,http://images.bb2.cyanide-studio.com/races/Picto_Lizardman.png,2,0,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,Dr. Freakozoids Escapees,Kejiruze,003964ed,3761389
Gman,Season 7 Div 1,1,Gerbear,Maybe orc will work,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,0,2,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Black Pyramid,riffCannon,0039649e,3761310
Gman,Season 7 Div 1,1,Fatyn,Mad Rats: Furry Road,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,1,2,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Khornago Kharnagers,vikingkop,003963ed,3761133
Gman,Season 7 Div 1,1,toastguy7,Interdimensional Bull$#1T,http://images.bb2.cyanide-studio.com/races/Picto_HighElf.png,2,1,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Jungle Corsairs,Dreamifi,003948ce,3754190
Gman,Season 7 Div 2,13,Manus Atra,Da Waagh Tigerz,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Seven Circles,Zsinj,00000000,0
Gman,Season 7 Div 2,13,TheNickDude,Is this a furry team?,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,Drop Dead Gore Juice,Crowdog09,00000000,0
Gman,Season 7 Div 2,13,Venachar,High Sails,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,Zandri Cosntructs,Gray Fox,00000000,0
Gman,Season 7 Div 2,13,Halub,Uruk Haikus,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Darkstar Second Liners,bobbybintang,00000000,0
Gman,Season 7 Div 2,13,majorbyte,Âlve,http://images.bb2.cyanide-studio.com/races/Picto_Norse.png,,,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,Black & Wrecker,Kenn,00000000,0
Gman,Season 7 Div 2,13,InfinitePink,Infection Inc.,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Philbo's Phighting Phist,Philbo Baggins,00000000,0
Gman,Season 7 Div 2,13,Gaudi,Ravens Claws,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Norse.png,Nordic Nooblets,Bainsy,00000000,0
Gman,Season 7 Div 2,12,Halub,Uruk Haikus,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Seven Circles,Zsinj,00000000,0
Gman,Season 7 Div 2,12,majorbyte,Âlve,http://images.bb2.cyanide-studio.com/races/Picto_Norse.png,,,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,High Sails,Venachar,00000000,0
Gman,Season 7 Div 2,12,InfinitePink,Infection Inc.,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,Is this a furry team?,TheNickDude,00000000,0
Gman,Season 7 Div 2,12,Gaudi,Ravens Claws,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Da Waagh Tigerz,Manus Atra,00000000,0
Gman,Season 7 Div 2,12,Bainsy,Nordic Nooblets,http://images.bb2.cyanide-studio.com/races/Picto_Norse.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,Drop Dead Gore Juice,Crowdog09,00000000,0
Gman,Season 7 Div 2,12,Philbo Baggins,Philbo's Phighting Phist,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,Zandri Cosntructs,Gray Fox,00000000,0
Gman,Season 7 Div 2,12,Kenn,Black & Wrecker,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Darkstar Second Liners,bobbybintang,00000000,0
Gman,Season 7 Div 2,11,Bainsy,Nordic Nooblets,http://images.bb2.cyanide-studio.com/races/Picto_Norse.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Seven Circles,Zsinj,00000000,0
Gman,Season 7 Div 2,11,Philbo Baggins,Philbo's Phighting Phist,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Ravens Claws,Gaudi,00000000,0
Gman,Season 7 Div 2,11,Kenn,Black & Wrecker,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,Infection Inc.,InfinitePink,00000000,0
Gman,Season 7 Div 2,11,bobbybintang,Darkstar Second Liners,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Norse.png,Âlve,majorbyte,00000000,0
Gman,Season 7 Div 2,11,Gray Fox,Zandri Cosntructs,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Uruk Haikus,Halub,00000000,0
Gman,Season 7 Div 2,11,Crowdog09,Drop Dead Gore Juice,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,High Sails,Venachar,00000000,0
Gman,Season 7 Div 2,11,Manus Atra,Da Waagh Tigerz,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,Is this a furry team?,TheNickDude,00000000,0
Gman,Season 7 Div 2,10,Zsinj,Seven Circles,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Ravens Claws,Gaudi,00000000,0
Gman,Season 7 Div 2,10,InfinitePink,Infection Inc.,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Norse.png,Nordic Nooblets,Bainsy,00000000,0
Gman,Season 7 Div 2,10,majorbyte,Âlve,http://images.bb2.cyanide-studio.com/races/Picto_Norse.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Philbo's Phighting Phist,Philbo Baggins,00000000,0
Gman,Season 7 Div 2,10,Halub,Uruk Haikus,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,Black & Wrecker,Kenn,00000000,0
Gman,Season 7 Div 2,10,Venachar,High Sails,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Darkstar Second Liners,bobbybintang,00000000,0
Gman,Season 7 Div 2,10,TheNickDude,Is this a furry team?,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,Zandri Cosntructs,Gray Fox,00000000,0
Gman,Season 7 Div 2,10,Manus Atra,Da Waagh Tigerz,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,Drop Dead Gore Juice,Crowdog09,00000000,0
Gman,Season 7 Div 2,9,Gray Fox,Zandri Cosntructs,http://images.bb2.cyanide-studio.com/races/Picto_Khemri.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,Seven Circles,Zsinj,00000000,0
Gman,Season 7 Div 2,9,Crowdog09,Drop Dead Gore Juice,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_DarkElf.png,Darkstar Second Liners,bobbybintang,00000000,0
Gman,Season 7 Div 2,9,Manus Atra,Da Waagh Tigerz,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_ChaosDwarf.png,Black & Wrecker,Kenn,00000000,0
Gman,Season 7 Div 2,9,TheNickDude,Is this a furry team?,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,Philbo's Phighting Phist,Philbo Baggins,00000000,0
Gman,Season 7 Div 2,9,Venachar,High Sails,http://images.bb2.cyanide-studio.com/races/Picto_WoodElf.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Norse.png,Nordic Nooblets,Bainsy,00000000,0
Gman,Season 7 Div 2,9,Halub,Uruk Haikus,http://images.bb2.cyanide-studio.com/races/Picto_Orc.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Skaven.png,Ravens Claws,Gaudi,00000000,0
Gman,Season 7 Div 2,9,majorbyte,Âlve,http://images.bb2.cyanide-studio.com/races/Picto_Norse.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Nurgle.png,Infection Inc.,InfinitePink,00000000,0
Gman,Season 7 Div 2,8,Zsinj,Seven Circles,http://images.bb2.cyanide-studio.com/races/Picto_Chaos.png,,,http://images.bb2.cyanide-studio.com/races/Picto_Necromantic.png,Is this a furry team?,TheNickDude,00000000,0
